objectID,id,app_id,app_name,app_description,app_logo_id,app_logo_url,app_appCategory_id,app_appCategory_name,video_id,video_file_id,video_file_url,appVersion_ids,appVersion_names,appVersions_json,storyElement_ids,storyElement_names,storyElements_json,storyCategory_ids,storyCategory_names,storyCategories_json,thumbnail_id,thumbnail_url,createdAt,updatedAt,algolia_record_json
cjvmrr3fdetxq0b22o268eafr,cjvmrr3fdetxq0b22o268eafr,cjvmpyym6ed0y0b228jeiifym,The athletic,"Be fit, be good",cjvmpyycymdo80b95oh14qdzf,http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png,cjvmpxpt2ecuu0b22nrlvtaxc,Sportrs,cjvmrr3fietxr0b22xk49gkfl,cjvmrr2xfmwo70b95tc9g8wb6,http://uxstories.s3.amazonaws.com/file-ffe716d6-dea5-4aae-b7c2-2fc7a53fe9cd,cjvjzp9tfvm8y0b95tna3ek2x|cjvjzpcuwvm9r0b95cnbmhjop,1.0.0|1.0.1,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86,Button|Grid,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}]",cjvmpzyg0ed5w0b22uqru450g|cjvmpznh8ed4n0b22vghzfnj0|cjvmpzqoqmdta0b95jedrdcrp,Home|Login|Register,"[{""id"":""cjvmpzyg0ed5w0b22uqru450g"",""name"":""Home""},{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}]",cjvmrr36cmwoe0b952e3gm82b,http://uxstories.s3.amazonaws.com/file-4da713b1-4704-456b-8a94-5fed47eb68ee,2019-05-13T19:37:19.897Z,2019-05-13T19:37:19.897Z,"{""id"":""cjvmrr3fdetxq0b22o268eafr"",""app"":{""id"":""cjvmpyym6ed0y0b228jeiifym"",""name"":""The athletic"",""description"":""Be fit, be good"",""logo"":{""id"":""cjvmpyycymdo80b95oh14qdzf"",""url"":""http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png""},""appCategory"":{""id"":""cjvmpxpt2ecuu0b22nrlvtaxc"",""name"":""Sportrs""}},""video"":{""id"":""cjvmrr3fietxr0b22xk49gkfl"",""file"":{""id"":""cjvmrr2xfmwo70b95tc9g8wb6"",""url"":""http://uxstories.s3.amazonaws.com/file-ffe716d6-dea5-4aae-b7c2-2fc7a53fe9cd""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}],""storyCategories"":[{""id"":""cjvmpzyg0ed5w0b22uqru450g"",""name"":""Home""},{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}],""thumbnail"":{""id"":""cjvmrr36cmwoe0b952e3gm82b"",""url"":""http://uxstories.s3.amazonaws.com/file-4da713b1-4704-456b-8a94-5fed47eb68ee""},""createdAt"":""2019-05-13T19:37:19.897Z"",""updatedAt"":""2019-05-13T19:37:19.897Z""}"
cjvmrra5tmwqy0b95nerbbjm2,cjvmrra5tmwqy0b95nerbbjm2,cjvmq728leebo0b22bpvr8i46,Bright Mind,The brighterest minds,cjvmq71zueebe0b22sf5en6y6,http://uxstories.herokuapp.com/static/file/file-6280249a-d507-4b97-837a-7b72b718ad3c.png,cjvmpyslsmdn40b95onjpstjy,Educational,cjvmrra5vmwqz0b95yw4k5xj6,cjvmrr9oimwqc0b951s5qy3lh,http://uxstories.s3.amazonaws.com/file-768e58b3-527f-4cdf-868f-5fd2a64167cb,cjvjzp9tfvm8y0b95tna3ek2x|cjvjzpcuwvm9r0b95cnbmhjop,1.0.0|1.0.1,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86|cjvmq0gcded8o0b22awzkev00,Button|Grid|Touch,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""},{""id"":""cjvmq0gcded8o0b22awzkev00"",""name"":""Touch""}]",cjvmpzyg0ed5w0b22uqru450g|cjvmpznh8ed4n0b22vghzfnj0|cjvmq01cled670b22ltb1n0u6|cjvmpzqoqmdta0b95jedrdcrp,Home|Login|Page|Register,"[{""id"":""cjvmpzyg0ed5w0b22uqru450g"",""name"":""Home""},{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmq01cled670b22ltb1n0u6"",""name"":""Page""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}]",cjvmrr9xfetzm0b22d3ywxavg,http://uxstories.s3.amazonaws.com/file-4c79c6ef-6446-48ac-b6fd-6b538a8e9266,2019-05-13T19:37:28.625Z,2019-05-13T19:37:28.625Z,"{""id"":""cjvmrra5tmwqy0b95nerbbjm2"",""app"":{""id"":""cjvmq728leebo0b22bpvr8i46"",""name"":""Bright Mind"",""description"":""The brighterest minds"",""logo"":{""id"":""cjvmq71zueebe0b22sf5en6y6"",""url"":""http://uxstories.herokuapp.com/static/file/file-6280249a-d507-4b97-837a-7b72b718ad3c.png""},""appCategory"":{""id"":""cjvmpyslsmdn40b95onjpstjy"",""name"":""Educational""}},""video"":{""id"":""cjvmrra5vmwqz0b95yw4k5xj6"",""file"":{""id"":""cjvmrr9oimwqc0b951s5qy3lh"",""url"":""http://uxstories.s3.amazonaws.com/file-768e58b3-527f-4cdf-868f-5fd2a64167cb""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""},{""id"":""cjvmq0gcded8o0b22awzkev00"",""name"":""Touch""}],""storyCategories"":[{""id"":""cjvmpzyg0ed5w0b22uqru450g"",""name"":""Home""},{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmq01cled670b22ltb1n0u6"",""name"":""Page""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}],""thumbnail"":{""id"":""cjvmrr9xfetzm0b22d3ywxavg"",""url"":""http://uxstories.s3.amazonaws.com/file-4c79c6ef-6446-48ac-b6fd-6b538a8e9266""},""createdAt"":""2019-05-13T19:37:28.625Z"",""updatedAt"":""2019-05-13T19:37:28.625Z""}"
cjvmrrgmkmwtg0b95r40seii7,cjvmrrgmkmwtg0b95r40seii7,cjvmpyym6ed0y0b228jeiifym,The athletic,"Be fit, be good",cjvmpyycymdo80b95oh14qdzf,http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png,cjvmpxpt2ecuu0b22nrlvtaxc,Sportrs,cjvmrrgmpmwth0b952z7jm5vo,cjvmrrg5veu1t0b22xt2vce1z,http://uxstories.s3.amazonaws.com/file-e542da39-1c8d-45f6-9197-b62f24efd2a7,cjvjzp9tfvm8y0b95tna3ek2x|cjvjzpcuwvm9r0b95cnbmhjop,1.0.0|1.0.1,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86,Button|Grid,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}]",cjvmpznh8ed4n0b22vghzfnj0|cjvmpzqoqmdta0b95jedrdcrp,Login|Register,"[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}]",cjvmrrgekmwt00b95dwqihfsp,http://uxstories.s3.amazonaws.com/file-2b09059b-9fa9-4e0b-9e50-41a6324ba204,2019-05-13T19:37:37.004Z,2019-05-13T19:37:37.004Z,"{""id"":""cjvmrrgmkmwtg0b95r40seii7"",""app"":{""id"":""cjvmpyym6ed0y0b228jeiifym"",""name"":""The athletic"",""description"":""Be fit, be good"",""logo"":{""id"":""cjvmpyycymdo80b95oh14qdzf"",""url"":""http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png""},""appCategory"":{""id"":""cjvmpxpt2ecuu0b22nrlvtaxc"",""name"":""Sportrs""}},""video"":{""id"":""cjvmrrgmpmwth0b952z7jm5vo"",""file"":{""id"":""cjvmrrg5veu1t0b22xt2vce1z"",""url"":""http://uxstories.s3.amazonaws.com/file-e542da39-1c8d-45f6-9197-b62f24efd2a7""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}],""storyCategories"":[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}],""thumbnail"":{""id"":""cjvmrrgekmwt00b95dwqihfsp"",""url"":""http://uxstories.s3.amazonaws.com/file-2b09059b-9fa9-4e0b-9e50-41a6324ba204""},""createdAt"":""2019-05-13T19:37:37.004Z"",""updatedAt"":""2019-05-13T19:37:37.004Z""}"
cjvmrrm4rmwvt0b95vk0bpxhn,cjvmrrm4rmwvt0b95vk0bpxhn,cjvmq728leebo0b22bpvr8i46,Bright Mind,The brighterest minds,cjvmq71zueebe0b22sf5en6y6,http://uxstories.herokuapp.com/static/file/file-6280249a-d507-4b97-837a-7b72b718ad3c.png,cjvmpyslsmdn40b95onjpstjy,Educational,cjvmrrm4vmwvu0b950bmf7j36,cjvmrrlnceu3o0b228wee814r,http://uxstories.s3.amazonaws.com/file-75637c6b-4f33-47c5-9ec3-0eccddd6e9c6,cjvjzp9tfvm8y0b95tna3ek2x|cjvjzpcuwvm9r0b95cnbmhjop,1.0.0|1.0.1,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86,Button|Grid,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}]",cjvmpznh8ed4n0b22vghzfnj0|cjvmpzqoqmdta0b95jedrdcrp,Login|Register,"[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}]",cjvmrrlvveu3v0b22wq00w1gs,http://uxstories.s3.amazonaws.com/file-f321bda9-2b91-404f-9b07-cb28636fe150,2019-05-13T19:37:44.139Z,2019-05-13T19:37:44.139Z,"{""id"":""cjvmrrm4rmwvt0b95vk0bpxhn"",""app"":{""id"":""cjvmq728leebo0b22bpvr8i46"",""name"":""Bright Mind"",""description"":""The brighterest minds"",""logo"":{""id"":""cjvmq71zueebe0b22sf5en6y6"",""url"":""http://uxstories.herokuapp.com/static/file/file-6280249a-d507-4b97-837a-7b72b718ad3c.png""},""appCategory"":{""id"":""cjvmpyslsmdn40b95onjpstjy"",""name"":""Educational""}},""video"":{""id"":""cjvmrrm4vmwvu0b950bmf7j36"",""file"":{""id"":""cjvmrrlnceu3o0b228wee814r"",""url"":""http://uxstories.s3.amazonaws.com/file-75637c6b-4f33-47c5-9ec3-0eccddd6e9c6""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}],""storyCategories"":[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}],""thumbnail"":{""id"":""cjvmrrlvveu3v0b22wq00w1gs"",""url"":""http://uxstories.s3.amazonaws.com/file-f321bda9-2b91-404f-9b07-cb28636fe150""},""createdAt"":""2019-05-13T19:37:44.139Z"",""updatedAt"":""2019-05-13T19:37:44.139Z""}"
cjvmrrt8xmwys0b95db3r64fx,cjvmrrt8xmwys0b95db3r64fx,cjvmqoyeueis00b22le5oka3a,SIX,Sixth the six,cjvmqoy66eirn0b228t4kr0rm,http://uxstories.herokuapp.com/static/file/file-2a12409c-f4b7-4a98-8e82-d638bbad1536.png,cjvmpyjqfecxy0b22eom83j6s,Entertainment,cjvmrrt90mwyt0b954u2g22ao,cjvmrrss3eu5s0b22alh97r9p,http://uxstories.s3.amazonaws.com/file-8e6d0c3a-d396-4e0a-8110-79a93d5b090b,cjvjzp9tfvm8y0b95tna3ek2x|cjvjzpcuwvm9r0b95cnbmhjop|cjvjzpdh3qukf0b22gp361jjj,1.0.0|1.0.1|1.0.2,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""},{""id"":""cjvjzpdh3qukf0b22gp361jjj"",""name"":""1.0.2""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86,Button|Grid,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}]",cjvmpznh8ed4n0b22vghzfnj0|cjvmpzqoqmdta0b95jedrdcrp,Login|Register,"[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}]",cjvmrrt0qeu600b22ayqjh1tl,http://uxstories.s3.amazonaws.com/file-e5838612-505f-4836-8696-d40898cbab53,2019-05-13T19:37:53.361Z,2019-05-13T19:37:53.361Z,"{""id"":""cjvmrrt8xmwys0b95db3r64fx"",""app"":{""id"":""cjvmqoyeueis00b22le5oka3a"",""name"":""SIX"",""description"":""Sixth the six"",""logo"":{""id"":""cjvmqoy66eirn0b228t4kr0rm"",""url"":""http://uxstories.herokuapp.com/static/file/file-2a12409c-f4b7-4a98-8e82-d638bbad1536.png""},""appCategory"":{""id"":""cjvmpyjqfecxy0b22eom83j6s"",""name"":""Entertainment""}},""video"":{""id"":""cjvmrrt90mwyt0b954u2g22ao"",""file"":{""id"":""cjvmrrss3eu5s0b22alh97r9p"",""url"":""http://uxstories.s3.amazonaws.com/file-8e6d0c3a-d396-4e0a-8110-79a93d5b090b""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""},{""id"":""cjvjzpdh3qukf0b22gp361jjj"",""name"":""1.0.2""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}],""storyCategories"":[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}],""thumbnail"":{""id"":""cjvmrrt0qeu600b22ayqjh1tl"",""url"":""http://uxstories.s3.amazonaws.com/file-e5838612-505f-4836-8696-d40898cbab53""},""createdAt"":""2019-05-13T19:37:53.361Z"",""updatedAt"":""2019-05-13T19:37:53.361Z""}"
cjvmrs02hmx280b9574mfnec9,cjvmrs02hmx280b9574mfnec9,cjvmpyym6ed0y0b228jeiifym,The athletic,"Be fit, be good",cjvmpyycymdo80b95oh14qdzf,http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png,cjvmpxpt2ecuu0b22nrlvtaxc,Sportrs,cjvmrs02lmx290b95moc99alz,cjvmrrzlimx1j0b95zyga7lbj,http://uxstories.s3.amazonaws.com/file-c42d5a8e-b1da-4171-b8f4-27ec6dfd74d3,cjvjzp9tfvm8y0b95tna3ek2x,1.0.0,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86,Button|Grid,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}]",cjvmpznh8ed4n0b22vghzfnj0,Login,"[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""}]",cjvmrrzubmx1s0b95hed0qc2g,http://uxstories.s3.amazonaws.com/file-787f5166-11ad-4ef0-b3ac-2097969d2d72,2019-05-13T19:38:02.201Z,2019-05-13T19:38:02.201Z,"{""id"":""cjvmrs02hmx280b9574mfnec9"",""app"":{""id"":""cjvmpyym6ed0y0b228jeiifym"",""name"":""The athletic"",""description"":""Be fit, be good"",""logo"":{""id"":""cjvmpyycymdo80b95oh14qdzf"",""url"":""http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png""},""appCategory"":{""id"":""cjvmpxpt2ecuu0b22nrlvtaxc"",""name"":""Sportrs""}},""video"":{""id"":""cjvmrs02lmx290b95moc99alz"",""file"":{""id"":""cjvmrrzlimx1j0b95zyga7lbj"",""url"":""http://uxstories.s3.amazonaws.com/file-c42d5a8e-b1da-4171-b8f4-27ec6dfd74d3""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}],""storyCategories"":[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""}],""thumbnail"":{""id"":""cjvmrrzubmx1s0b95hed0qc2g"",""url"":""http://uxstories.s3.amazonaws.com/file-787f5166-11ad-4ef0-b3ac-2097969d2d72""},""createdAt"":""2019-05-13T19:38:02.201Z"",""updatedAt"":""2019-05-13T19:38:02.201Z""}"
cjvmrs68beuap0b22p7b163w4,cjvmrs68beuap0b22p7b163w4,cjvmpyym6ed0y0b228jeiifym,The athletic,"Be fit, be good",cjvmpyycymdo80b95oh14qdzf,http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png,cjvmpxpt2ecuu0b22nrlvtaxc,Sportrs,cjvmrs68feuaq0b221ryg6ggq,cjvmrs5rtmx440b95fc1mrbq5,http://uxstories.s3.amazonaws.com/file-eb8ac757-2812-40fe-b4fb-76e6f1c4aabe,cjvjzp9tfvm8y0b95tna3ek2x|cjvjzpcuwvm9r0b95cnbmhjop,1.0.0|1.0.1,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86,Button|Grid,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}]",cjvmpznh8ed4n0b22vghzfnj0,Login,"[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""}]",cjvmrs605euaa0b22gmfhmpju,http://uxstories.s3.amazonaws.com/file-ffbfa3bc-f276-444f-8132-d29d8b51cb38,2019-05-13T19:38:10.186Z,2019-05-13T19:38:10.186Z,"{""id"":""cjvmrs68beuap0b22p7b163w4"",""app"":{""id"":""cjvmpyym6ed0y0b228jeiifym"",""name"":""The athletic"",""description"":""Be fit, be good"",""logo"":{""id"":""cjvmpyycymdo80b95oh14qdzf"",""url"":""http://uxstories.herokuapp.com/static/file/file-4d83b41e-311c-416d-9958-8f2f0f0f8f93.png""},""appCategory"":{""id"":""cjvmpxpt2ecuu0b22nrlvtaxc"",""name"":""Sportrs""}},""video"":{""id"":""cjvmrs68feuaq0b221ryg6ggq"",""file"":{""id"":""cjvmrs5rtmx440b95fc1mrbq5"",""url"":""http://uxstories.s3.amazonaws.com/file-eb8ac757-2812-40fe-b4fb-76e6f1c4aabe""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}],""storyCategories"":[{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""}],""thumbnail"":{""id"":""cjvmrs605euaa0b22gmfhmpju"",""url"":""http://uxstories.s3.amazonaws.com/file-ffbfa3bc-f276-444f-8132-d29d8b51cb38""},""createdAt"":""2019-05-13T19:38:10.186Z"",""updatedAt"":""2019-05-13T19:38:10.186Z""}"
cjvmrscr7mx700b95dqotztv2,cjvmrscr7mx700b95dqotztv2,cjvmq728leebo0b22bpvr8i46,Bright Mind,The brighterest minds,cjvmq71zueebe0b22sf5en6y6,http://uxstories.herokuapp.com/static/file/file-6280249a-d507-4b97-837a-7b72b718ad3c.png,cjvmpyslsmdn40b95onjpstjy,Educational,cjvmrscramx710b9547jl0tgp,cjvmrscagmx630b95090a15v1,http://uxstories.s3.amazonaws.com/file-af111931-10d9-4410-bc70-ad208fd39e53,cjvjzp9tfvm8y0b95tna3ek2x|cjvjzpcuwvm9r0b95cnbmhjop,1.0.0|1.0.1,"[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}]",cjvmq094dmdwd0b95gmdk4wzi|cjvmq0bpeed7y0b22wq3c7r86,Button|Grid,"[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}]",cjvmpzyg0ed5w0b22uqru450g|cjvmpznh8ed4n0b22vghzfnj0|cjvmpzqoqmdta0b95jedrdcrp,Home|Login|Register,"[{""id"":""cjvmpzyg0ed5w0b22uqru450g"",""name"":""Home""},{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}]",cjvmrscizmx6c0b95gotsw1ls,http://uxstories.s3.amazonaws.com/file-7b2e651b-f9e9-430c-a470-31b49f661776,2019-05-13T19:38:18.643Z,2019-05-13T19:38:18.643Z,"{""id"":""cjvmrscr7mx700b95dqotztv2"",""app"":{""id"":""cjvmq728leebo0b22bpvr8i46"",""name"":""Bright Mind"",""description"":""The brighterest minds"",""logo"":{""id"":""cjvmq71zueebe0b22sf5en6y6"",""url"":""http://uxstories.herokuapp.com/static/file/file-6280249a-d507-4b97-837a-7b72b718ad3c.png""},""appCategory"":{""id"":""cjvmpyslsmdn40b95onjpstjy"",""name"":""Educational""}},""video"":{""id"":""cjvmrscramx710b9547jl0tgp"",""file"":{""id"":""cjvmrscagmx630b95090a15v1"",""url"":""http://uxstories.s3.amazonaws.com/file-af111931-10d9-4410-bc70-ad208fd39e53""}},""appVersions"":[{""id"":""cjvjzp9tfvm8y0b95tna3ek2x"",""name"":""1.0.0""},{""id"":""cjvjzpcuwvm9r0b95cnbmhjop"",""name"":""1.0.1""}],""storyElements"":[{""id"":""cjvmq094dmdwd0b95gmdk4wzi"",""name"":""Button""},{""id"":""cjvmq0bpeed7y0b22wq3c7r86"",""name"":""Grid""}],""storyCategories"":[{""id"":""cjvmpzyg0ed5w0b22uqru450g"",""name"":""Home""},{""id"":""cjvmpznh8ed4n0b22vghzfnj0"",""name"":""Login""},{""id"":""cjvmpzqoqmdta0b95jedrdcrp"",""name"":""Register""}],""thumbnail"":{""id"":""cjvmrscizmx6c0b95gotsw1ls"",""url"":""http://uxstories.s3.amazonaws.com/file-7b2e651b-f9e9-430c-a470-31b49f661776""},""createdAt"":""2019-05-13T19:38:18.643Z"",""updatedAt"":""2019-05-13T19:38:18.643Z""}"
